Issuer,Ticker,Coupon,Maturity,Issue Date,ISIN,Principal Currency,Country of Issue,Issuer Type,Instrument Type,Coupon Type,Amount Issued (USD),Bond Grade,Yield to Maturity,Option Adjusted Spread,Amount Outstanding,Parent Domicile,Sector,Rating,Actual,Outlook,Watch,Scope
China Evergrande Group,EGREG,10.5000,10/04/2024,10/04/2019,XS1982040641,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"700,000,000",High Yield,342.9563730,--,"700,000,000",,Service - Other,WD,Actual,,,Foreign
Heartland Bank Ltd NZ,HRTLND,3.5500,11/04/2024,11/04/2019,NZHBLD0020L2,New Zealand Dollar,New Zealand,Corporate,Note,Plain Vanilla Fixed Coupon,"79,362,559",Investment Grade,6.2172170,137.8,"125,000,000",New Zealand,Financial - Other,BBB,Actual,Rating Outlook Stable,,Foreign
Bayerische Landesbank,BLGG,2.2840,11/04/2024,11/01/2016,DE000BLB3VM6,Euro,Germany,Corporate,Inhaberschuldverschreibung,Fixed Margin over Index,"107,199,519",Investment Grade,4.0272900,--,"100,000,000",Germany,Banking,A-,Actual,Rating Outlook Stable,,Foreign
Amazon.com Inc,AMZN,2.7300,12/04/2024,12/04/2022,US023135CD60,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"1,500,000,000",Investment Grade,4.9517280,3.5,"1,500,000,000",United States,Retail Stores - Other,AA-,Actual,Rating Outlook Stable,,Foreign
General Motors Financial Company Inc,GMGENG,3.9500,12/04/2024,12/04/2017,US37045XBW56,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"1,250,000,000",Investment Grade,5.5336500,61.5,"1,250,000,000",United States,Financial - Other,BBB-,Actual,Rating Outlook Positive,,Foreign
Zhenro Properties Group Ltd,ZHPRP,7.8750,13/04/2024,13/01/2020,XS2099413093,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"290,000,000",High Yield,385.6373590,--,"290,000,000",China (Mainland),Service - Other,WD,Actual,,,Foreign
HCA Inc,HCAHC,8.3600,14/04/2024,26/04/1994,US197677AC10,US Dollar,United States,Corporate,Debenture,Plain Vanilla Fixed Coupon,"150,000,000",Investment Grade,6.2228900,133.1,"150,000,000",United States,Health Care Facilities,BB+,Actual,Rating Outlook Stable,,Foreign
Lloyds Bank PLC,LLOYOD,7.5000,14/04/2024,14/04/2009,XS0422704071,British Pound,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"860,234,691",Investment Grade,4.9835050,116.0,"575,956,000",United Kingdom,Banking,A+,Actual,Rating Outlook Stable,,Foreign
LyondellBasell Industries NV,LYB,5.7500,14/04/2024,16/07/2012,US552081AK73,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"999,550,000",Investment Grade,5.7502770,75.2,"775,006,000",United Kingdom,Chemicals,BBB,Actual,Rating Outlook Positive,,Foreign
Anheuser-Busch Inbev SA,ABI,2.5880,14/04/2024,22/01/2018,BE6301509012,Euro,Eurobond,Corporate,Note,Fixed Margin over Index,"1,607,992,796",Investment Grade,2.9706140,--,"982,911,000",Belgium,Beverage/Bottling,WD,Actual,Rating Outlook Positive,,Foreign
Mauser Packaging Solutions Holding Co,BOEHLU,4.7500,14/04/2024,11/07/2018,XS1851302312,Euro,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"509,197,718",High Yield,4.6753570,217.2,"475,000,000",,Containers,WD,Actual,,,Foreign
Mauser Packaging Solutions Holding Co,BOEHLU,4.7500,14/04/2024,11/07/2018,XS1851305174,Euro,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"509,197,718",High Yield,4.7279480,217.2,"475,000,000",,Containers,WD,Actual,,,Foreign
Comcast Corp,CMCSA,3.7000,14/04/2024,4/10/2018,US20030NCR08,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"2,500,000,000",Investment Grade,5.1056970,21.1,"2,500,000,000",United States,Cable/Media,A-,Actual,Rating Outlook Stable,,Foreign
Comcast Corp,CMCSA,5.4224,14/04/2024,4/10/2018,US20030NCX75,US Dollar,United States,Corporate,Note,Fixed Margin over Index,"500,000,000",Investment Grade,5.4815390,--,"500,000,000",United States,Cable/Media,A-,Actual,Rating Outlook Stable,,Foreign
Energy Transfer LP,ET,4.5000,14/04/2024,14/01/2019,US29278NAH61,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"750,000,000",Investment Grade,5.6246530,73.0,"750,000,000",United States,Gas Utility - Pipelines,BBB-,Actual,Rating Outlook Positive,,Foreign
Ventas Realty LP,VTRVN,3.5000,14/04/2024,25/02/2019,US92277GAP28,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"400,000,000",Investment Grade,5.8546840,96.3,"400,000,000",United States,Real Estate Investment Trust,BBB+,Actual,Rating Outlook Stable,,Foreign
Marriott International Inc,MAR,3.6000,14/04/2024,7/03/2019,US571900BB49,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"550,000,000",Investment Grade,5.3887010,49.6,"550,000,000",United States,Lodging,WD,Actual,,,Foreign
Landesbank Hessen Thueringen Girozentrale,HLBG,0.4300,14/04/2024,4/03/2019,DE000HLB4WF0,Euro,Germany,Corporate,Inhaberschuldverschreibung,Plain Vanilla Fixed Coupon,"107,199,519",Investment Grade,3.6016680,59.8,"97,500,000",Germany,Banking,A+,Actual,Rating Outlook Stable,,Foreign
Mongolian Mining Corp,MONMN,9.2500,14/04/2024,14/04/2019,US60938LAA26,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"440,000,000",High Yield,24.6575190,"1,981.6","376,409,000",Mongolia,Metals/Mining,B,Actual,Rating Outlook Negative,,Foreign
Mongolian Mining Corp,MONMN,9.2500,14/04/2024,14/04/2019,USG61759AA70,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"440,000,000",High Yield,24.6575190,"1,982.4","376,409,000",Mongolia,Metals/Mining,B,Actual,Rating Outlook Negative,,Foreign
Cooperatieve Rabobank UA,RABO,2.0000,14/04/2024,14/04/2019,XS1980861345,Norwegian Krone,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"49,551,067",Investment Grade,3.7463030,35.6,"500,000,000",Netherlands,Banking,A+,Actual,Rating Outlook Stable,,Foreign
Owl Rock Capital Corp,ORCC,5.2500,14/04/2024,9/04/2019,US69121KAA25,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"400,000,000",Investment Grade,6.0746450,117.6,"400,000,000",United States,Financial - Other,BBB-,Actual,Rating Outlook Positive,,Foreign
Suncorp-Metway Ltd,SUNCM,3.3000,14/04/2024,14/04/2019,US8672EMAL86,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"500,000,000",Investment Grade,5.5002610,60.8,"500,000,000",Australia,Banking,A,Actual,,Rating Watch Positive,Foreign
SMBC Aviation Capital Finance DAC,SUMFMG,3.5500,14/04/2024,14/04/2019,US78448TAE29,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"500,000,000",Investment Grade,6.6504480,176.1,"500,000,000",Japan,Financial - Other,BBB+,Actual,Rating Outlook Stable,,Foreign
Suncorp-Metway Ltd,SUNCM,3.3000,14/04/2024,14/04/2019,US8672ENAL69,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"500,000,000",Investment Grade,5.4849950,60.1,"500,000,000",Australia,Banking,A,Actual,,Rating Watch Positive,Foreign
SMBC Aviation Capital Finance DAC,SUMFMG,3.5500,14/04/2024,14/04/2019,USG82296AD99,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"500,000,000",Investment Grade,6.6363240,175.5,"500,000,000",Japan,Financial - Other,BBB+,Actual,Rating Outlook Stable,,Foreign
Bpce SA,BPCE,3.7300,14/04/2024,14/04/2019,FR0013414166,Chinese Yuan,France,Corporate,Bond,Plain Vanilla Fixed Coupon,"19,193,007",Investment Grade,--,--,"130,000,000",France,Banking,A+,Actual,Rating Outlook Negative,,Foreign
Hamburg Commercial Bank AG,HSHNDH,2.9780,14/04/2024,14/04/2020,DE000HCB0AT6,Euro,Germany,Corporate,Schiffspfandbrief (Covered Bond),Fixed Margin over Index,"160,799,279",Investment Grade,2.9774250,--,"150,000,000",Germany,Banking,WD,Actual,Rating Outlook Stable,,Foreign
Mauser Packaging Solutions Holding Co,BOEHLU,8.5000,14/04/2024,6/05/2020,US57763RAA59,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"150,000,000",High Yield,2.7532570,-195.7,"150,000,000",,Containers,WD,Actual,,,Foreign
Mauser Packaging Solutions Holding Co,BOEHLU,8.5000,14/04/2024,6/05/2020,USU5763HAA33,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"150,000,000",High Yield,2.7353090,-196.7,"150,000,000",,Containers,WD,Actual,,,Foreign
Golub Capital Bdc Inc,GBDC,3.3750,14/04/2024,1/10/2020,US38173MAA09,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"500,000,000",Investment Grade,6.2746470,138.4,"500,000,000",United States,Securities,BBB-,Actual,Rating Outlook Positive,,Foreign
Deutsche Pfandbriefbank AG,PBBG,0.8220,14/04/2024,13/04/2021,DE000A3H2Z49,Swedish Krona,Germany,Corporate,Hypothekenpfandbrief (Covered Bond),Fixed Margin over Index,"144,602,007",Investment Grade,3.4867320,--,"1,500,000,000",Germany,Banking,WD,Actual,,,Foreign
Bank of Nova Scotia,BNS,0.7000,14/04/2024,18/04/2021,US0641593X29,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"1,250,000,000",Investment Grade,5.3087150,41.6,"1,250,000,000",Canada,Banking,AA-,Actual,Rating Outlook Stable,,Foreign
Bank of Nova Scotia,BNS,4.8509,14/04/2024,18/04/2021,US0641593W46,US Dollar,United States,Corporate,Note,Fixed Margin over Index,"650,000,000",Investment Grade,5.0700340,--,"650,000,000",Canada,Banking,AA-,Actual,Rating Outlook Stable,,Foreign
Monongahela Power Co,FEMON,4.1000,14/04/2024,26/11/2013,US610202BN20,US Dollar,United States,Corporate,Bond,Plain Vanilla Fixed Coupon,"400,000,000",Investment Grade,5.5602560,66.7,"400,000,000",United States,Utility - Other,BBB,Actual,Rating Outlook Stable,,Foreign
Monongahela Power Co,FEMON,4.1000,14/04/2024,26/11/2013,USU61070AE53,US Dollar,Eurobond,Corporate,Bond,Plain Vanilla Fixed Coupon,"400,000,000",Investment Grade,5.6350170,75.1,"400,000,000",United States,Utility - Other,BBB,Actual,Rating Outlook Stable,,Foreign
Interpublic Group of Companies Inc,IPG,4.2000,14/04/2024,2/04/2014,US460690BL39,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"500,000,000",Investment Grade,5.6606580,76.8,"250,000,000",United States,Service - Other,BBB+,Actual,Rating Outlook Stable,,Foreign
Union Electric Co,UELMO,3.5000,14/04/2024,3/04/2014,US906548CK68,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"350,000,000",Investment Grade,5.3002860,40.7,"350,000,000",United States,Utility - Other,WD,Actual,,,Foreign
Duke Energy Corp,DUK,3.7500,14/04/2024,3/04/2014,US26441CAN56,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"1,000,000,000",Investment Grade,5.3046930,41.1,"1,000,000,000",United States,Utility - Other,WD,Actual,Rating Outlook Stable,,Foreign
Bpce SA,BPCE,4.0000,14/04/2024,14/04/2014,US05578DAG79,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"1,500,000,000",Investment Grade,5.5046420,61.2,"1,500,000,000",France,Banking,A+,Actual,Rating Outlook Negative,,Foreign
Enel Generacion Chile SA,ENELG,4.2500,14/04/2024,14/04/2014,US29246RAA14,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"400,000,000",Investment Grade,5.9416090,105.0,"400,000,000",Italy,Utility - Other,BBB+,Actual,Rating Outlook Stable,,Foreign
Mauser Packaging Solutions Holding Co,BOEHLU,5.5000,14/04/2024,2/04/2017,USU12214AC30,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"1,480,000,000",High Yield,5.4001720,79.1,"1,480,000,000",,Containers,WD,Actual,,,Foreign
Mauser Packaging Solutions Holding Co,BOEHLU,5.5000,14/04/2024,2/04/2017,US12429TAD63,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"1,480,000,000",High Yield,5.4704110,80.0,"1,480,000,000",,Containers,WD,Actual,,,Foreign
Saudi Arabian Oil Co,SAUAR,2.8750,15/04/2024,15/04/2019,XS1982112812,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"2,000,000,000",Investment Grade,5.3986090,51.6,"2,000,000,000",Saudi Arabia,Oil and Gas,A,Actual,Rating Outlook Positive,,Foreign
Saudi Arabian Oil Co,SAUAR,2.8750,15/04/2024,15/04/2019,US80414L2C81,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"2,000,000,000",Investment Grade,5.4059200,51.5,"2,000,000,000",Saudi Arabia,Oil and Gas,A,Actual,Rating Outlook Positive,,Foreign
Erste Group Bank AG,ERST,0.3750,15/04/2024,15/04/2019,XS1982725159,Euro,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"535,997,598",Investment Grade,3.7828420,77.6,"500,000,000",Austria,Banking,A,Actual,Rating Outlook Stable,,Foreign
Societe Generale SFH SA,SOGNER,0.0000,15/04/2024,15/04/2020,FR0013507100,Euro,France,Corporate,Obligation de Financement de l'Habitat (Covered Bond),Plain Vanilla Fixed Coupon,"535,997,598",Investment Grade,3.4940430,49.3,"500,000,000",France,Financial - Other,WD,Actual,,,Foreign
AKIB Ipoteka-Bank,IPOTE,16.0000,15/04/2024,15/04/2021,XS2331929963,Uzbekistani Sum,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"69,192,745",High Yield,--,--,"785,000,000,000",Uzbekistan,Banking,BB-,Actual,Rating Outlook Stable,,Foreign
Kia Corp,KIAMO,1.0000,15/04/2024,15/04/2021,US49374JAB98,US Dollar,United States,Corporate,Bond,Plain Vanilla Fixed Coupon,"300,000,000",Investment Grade,5.6002580,71.0,"300,000,000",South Korea,Automotive Manufacturer,BBB+,Actual,Rating Outlook Stable,,Foreign
Kia Corp,KIAMO,1.0000,15/04/2024,15/04/2021,USY4760JAB99,US Dollar,Eurobond,Corporate,Bond,Plain Vanilla Fixed Coupon,"300,000,000",Investment Grade,5.7750120,89.4,"300,000,000",South Korea,Automotive Manufacturer,BBB+,Actual,Rating Outlook Stable,,Foreign
Goldman Sachs International,GSILT,0.2000,15/04/2024,14/12/2021,XS2418771593,Japanese Yen,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"76,010,945",Investment Grade,--,--,"10,000,000,000",United States,Financial - Other,A+,Actual,Rating Outlook Stable,,Foreign
Mizuho Bank Ltd,MZFGK,3.7500,15/04/2024,15/04/2014,US60688XAG51,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"500,000,000",Investment Grade,5.3602830,46.9,"500,000,000",Japan,Banking,A-,Actual,Rating Outlook Stable,,Foreign
Mizuho Bank Ltd,MZFGK,3.7500,15/04/2024,15/04/2014,USJ45992PK42,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"500,000,000",Investment Grade,5.3449630,46.2,"500,000,000",Japan,Banking,A-,Actual,Rating Outlook Stable,,Foreign
Credit Agricole SA,CAGR,4.1000,16/04/2024,16/04/2012,FR0011215938,Euro,France,Corporate,Bond,Plain Vanilla Fixed Coupon,"425,403,070",Investment Grade,4.2142750,120.8,"381,647,919",France,Banking,A+,Actual,Rating Outlook Stable,,Foreign
BNP Paribas SA,BNPP,1.0000,16/04/2024,16/04/2018,XS1808338542,Euro,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"535,997,598",Investment Grade,3.5155520,51.5,"500,000,000",France,Banking,A+,Actual,Rating Outlook Stable,,Foreign
Malayan Banking Bhd,MBBM,3.7000,16/04/2024,16/04/2019,XS1983251551,Chinese Yuan,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"19,057,392",Investment Grade,4.7685760,244.7,"130,000,000",Malaysia,Banking,WD,Actual,Rating Outlook Stable,,Foreign
Landesbank Baden Wuerttemberg,LKBF,3.1280,16/04/2024,14/12/2021,DE000LB2WAB1,Euro,Germany,Corporate,Hypothekenpfandbrief (Covered Bond),Fixed Margin over Index,"428,798,078",Investment Grade,2.5445260,--,"400,000,000",Germany,Banking,A-,Actual,Rating Outlook Stable,,Foreign
Oil India Ltd,OILI,5.3750,16/04/2024,16/04/2014,XS1056232322,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"500,000,000",Investment Grade,5.7061220,82.5,"500,000,000",India,Oil and Gas,BBB-,Actual,Rating Outlook Stable,,Foreign
Sura Asset Management SA,SISAS,4.8750,16/04/2024,16/04/2014,US86425QAA67,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"500,000,000",Investment Grade,5.7645470,87.5,"500,000,000",Colombia,Financial - Other,BBB,Actual,Rating Outlook Stable,,Foreign
Sura Asset Management SA,SISAS,4.8750,16/04/2024,16/04/2014,USN8370TAA45,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"500,000,000",Investment Grade,5.7645470,88.4,"500,000,000",Colombia,Financial - Other,BBB,Actual,Rating Outlook Stable,,Foreign
Toyota Motor Credit Corp,TOYOMF,2.9000,16/04/2024,16/04/2017,US89236TDW27,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"500,000,000",Investment Grade,5.1377940,24.7,"500,000,000",Japan,Financial - Other,A+,Actual,Rating Outlook Stable,,Foreign
Renault SA,RENA,1.0000,17/04/2024,17/04/2018,FR0013329315,Euro,France,Corporate,Bond,Plain Vanilla Fixed Coupon,"750,396,638",High Yield,4.4991930,147.8,"700,000,000",France,Automotive Manufacturer,BB,Actual,Rating Outlook Stable,,Foreign
Autozone Inc,AZO,3.1250,17/04/2024,17/04/2019,US053332AX09,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"300,000,000",Investment Grade,5.5018090,61.3,"300,000,000",United States,Vehicle Parts,BBB,Actual,Rating Outlook Stable,,Foreign
JSW Steel Ltd,JSTL,5.9500,17/04/2024,17/04/2019,XS1981202861,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"500,000,000",High Yield,7.0693060,219.3,"500,000,000",India,Metals/Mining,BB,Actual,Rating Outlook Stable,,Foreign
Ecobank Transnational Incorporated SA,ETI,9.5000,17/04/2024,17/04/2019,XS1826862556,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"500,000,000",High Yield,9.8226470,495.5,"500,000,000",Togo,Banking,B-,Actual,Rating Outlook Stable,,Foreign
Ecobank Transnational Incorporated SA,ETI,9.5000,17/04/2024,17/04/2019,US27889PAA12,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"500,000,000",High Yield,9.8226470,494.6,"500,000,000",Togo,Banking,B-,Actual,Rating Outlook Stable,,Foreign
Vattenfall AB,VATTE,2.8340,17/04/2024,17/10/2022,XS2546459582,Euro,Eurobond,Corporate,Note,Fixed Margin over Index,"696,796,878",Investment Grade,3.0018780,--,"650,000,000",Sweden,Utility - Other,WD,Actual,,,Foreign
Vattenfall AB,VATTE,3.2500,17/04/2024,17/10/2022,XS2545247863,Euro,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"535,997,598",Investment Grade,3.6728420,67.0,"500,000,000",Sweden,Utility - Other,WD,Actual,,,Foreign
Thales SA,TCFP,0.8750,18/04/2024,18/04/2018,FR0013330115,Euro,France,Corporate,Bond,Plain Vanilla Fixed Coupon,"535,997,598",Investment Grade,3.5998890,59.8,"500,000,000",France,Electronics,WD,Actual,,,Foreign
Asahi Group Holdings Ltd,ASGHL,0.0100,18/04/2024,18/04/2021,XS2328980979,Euro,Eurobond,Corporate,Bond,Plain Vanilla Fixed Coupon,"857,596,157",Investment Grade,3.8175430,81.1,"800,000,000",Japan,Beverage/Bottling,WD,Actual,,,Foreign
Intesa Sanpaolo SpA,ISP,0.6400,18/04/2024,18/04/2021,XS2333389075,Japanese Yen,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"76,010,945",Investment Grade,--,--,"10,000,000,000",Italy,Banking,BBB,Actual,Rating Outlook Stable,,Foreign
Citigroup Global Markets Holdings Inc,CCGMH,5.2000,18/04/2024,18/10/2022,US17330RWJ03,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"83,097,000",Investment Grade,6.8152640,193.0,"83,097,000",United States,Securities,A+,Actual,Rating Outlook Stable,,Foreign
KEB Hana Bank,KEBHN,0.7700,19/04/2024,19/04/2021,HK0000722303,Hong Kong Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"31,847,945",Investment Grade,4.1418510,30.0,"250,000,000",South Korea,Banking,A,Actual,Rating Outlook Stable,,Foreign
Bpce SA,BPCE,3.5000,21/04/2024,21/04/2004,FR0010071944,Japanese Yen,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"7,552,870",Investment Grade,1.1549960,124.0,"1,000,000,000",France,Banking,A+,Actual,Rating Outlook Negative,,Foreign
Berlin Hyp AG,LKBFR,0.4500,21/04/2024,21/04/2020,DE000BHY0HE7,Euro,Germany,Corporate,Inhaberschuldverschreibung,Plain Vanilla Fixed Coupon,"80,399,639",Investment Grade,4.0766620,106.6,"75,000,000",Germany,Banking,A-,Actual,Rating Outlook Stable,,Foreign
Heimstaden Bostad AB,HEIMS,4.0000,21/04/2024,21/04/2021,NO0010976319,Norwegian Krone,Norway,Corporate,Bond,Fixed Margin over Index,"19,820,426",Investment Grade,6.3147320,--,"200,000,000",,Home Builders,BBB,Actual,Rating Outlook Negative,,Foreign
Citigroup Global Markets Holdings Inc,CCGMH,3.1000,21/04/2024,21/04/2022,US17330FBD24,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"132,909,000",Investment Grade,6.9213310,204.0,"132,909,000",United States,Securities,A+,Actual,Rating Outlook Stable,,Foreign
Walmart Inc,WMT,3.3000,21/04/2024,21/04/2014,US931142DP52,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"1,500,000,000",Investment Grade,5.0019410,11.4,"1,500,000,000",United States,Retail Stores - Other,AA,Actual,Rating Outlook Stable,,Foreign
MUFG Bank Ltd,MTFGTU,0.6950,21/04/2024,21/04/2014,JP358920DE40,Japanese Yen,Japan,Corporate,Bond,Plain Vanilla Fixed Coupon,"37,764,350",Investment Grade,0.1260000,21.9,"5,000,000,000",Japan,Banking,A-,Actual,Rating Outlook Stable,,Foreign
Commonwealth Bank of Australia,CBA,--,21/04/2024,20/04/2016,XS1389987972,Japanese Yen,Eurobond,Corporate,Note,Other / Complex Floating Rate,"763,067",Investment Grade,--,--,"100,000,000",Australia,Banking,A+,Actual,Rating Outlook Stable,,Foreign
JPMorgan Chase & Co,JPM,3.5590,22/04/2024,22/04/2018,US46647PAP18,US Dollar,United States,Corporate,Note,Fixed then Floating,"1,750,000,000",Investment Grade,5.7179870,145.7,"1,750,000,000",United States,Banking,AA-,Actual,Rating Outlook Stable,,Foreign
JPMorgan Chase & Co,JPM,5.5453,22/04/2024,22/04/2018,US46647PAQ90,US Dollar,United States,Corporate,Note,Fixed Margin over Index,"500,000,000",Investment Grade,5.6298850,--,"500,000,000",United States,Banking,AA-,Actual,Rating Outlook Stable,,Foreign
